Query,RetrievedDocuments
50132.query,VOM19980421.0900.0076 
50133.query,VOM19980223.0700.0765 
50134.query,VOM19980225.0900.0332 
50135.query,VOM19980223.0700.0765 
50136.query,VOM19980317.0700.2420 
50137.query,VOM19980220.0900.3504 
50138.query,VOM19980327.0900.1545 
50139.query,VOM19980511.0700.0543 
50140.query,VOM19980414.0900.0071 
50141.query,VOM19980611.0900.0253 
50142.query,VOM19980630.0730.0136 
50143.query,VOM19980221.0700.0243 
50144.query,VOM19980511.0900.0208 
50145.query,VOM19980511.0700.0543 
50146.query,VOM19980511.0730.0066 
50147.query,VOM19980430.0900.0074 
50148.query,VOM19980406.0900.0220 
50149.query,VOM19980302.0700.1233 
50150.query,VOM19980304.0700.0271 
50151.query,VOM19980304.0700.0271 
50152.query,VOM19980302.0700.1233 
50153.query,VOM19980220.0700.0391 
50154.query,VOM19980220.0900.3504 
50155.query,VOM19980302.0700.1233 
50156.query,VOM19980302.0700.1233 
50157.query,VOM19980223.0700.0765 
50158.query,VOM19980302.0700.1233 
50159.query,VOM19980505.0700.0344 
50160.query,VOM19980302.0700.1233 
50161.query,VOM19980302.0700.1233 
50162.query,VOM19980616.0900.0137 
50163.query,VOM19980302.0700.1233 
50164.query,VOM19980610.0700.0551 
50165.query,VOM19980302.0700.1233 
50166.query,VOM19980305.0900.1736 
50167.query,VOM19980222.0700.0302 
50168.query,VOM19980413.0900.0139 
50169.query,VOM19980315.0700.1310 
50170.query,VOM19980630.0700.0238 
50171.query,VOM19980302.0700.1233 
50172.query,VOM19980630.0730.0248 
50173.query,VOM19980613.0700.0179 
50174.query,VOM19980613.0730.0072 
50175.query,VOM19980502.0730.0193 
50176.query,VOM19980428.0900.0156 
50177.query,VOM19980222.0700.1880 
50178.query,VOM19980428.0900.0156 
50179.query,VOM19980428.0900.0156 
50180.query,VOM19980302.0700.1233 
50181.query,VOM19980428.0900.0156 
50182.query,VOM19980502.0730.0193 
50183.query,VOM19980326.0700.0115 
50184.query,VOM19980613.0730.0072 
50185.query,VOM19980319.0900.3353 
50186.query,VOM19980613.0730.0072 
50187.query,VOM19980403.0700.0372 
50188.query,VOM19980302.0700.1233 
50189.query,VOM19980613.0730.0072 
50190.query,VOM19980602.0700.0417 
50191.query,VOM19980302.0700.1233 
50192.query,VOM19980613.0730.0072 
50193.query,VOM19980303.0900.0160 
50194.query,VOM19980304.0700.0774 
50195.query,VOM19980228.0700.1816 
50196.query,VOM19980613.0700.0179 
50197.query,VOM19980326.0900.0118 
50198.query,VOM19980220.0900.3360 
50199.query,VOM19980613.0700.0179 
50200.query,VOM19980617.0730.0243 
50201.query,VOM19980317.0700.3639 
50202.query,VOM19980617.0730.0243 
50203.query,VOM19980613.0700.0179 
50204.query,VOM19980430.0900.0074 
50205.query,VOM19980326.0900.0118 
50206.query,VOM19980616.0730.0180 
50207.query,VOM19980302.0700.1233 
50208.query,VOM19980326.0900.0118 
50209.query,VOM19980526.0700.0381 
50210.query,VOM19980303.0900.0160 
50211.query,VOM19980304.0700.0871 
50212.query,VOM19980613.0700.0179 
50213.query,VOM19980223.0900.3362 
50214.query,VOM19980613.0700.0179 
50215.query,VOM19980312.0900.1868 
50216.query,VOM19980223.0900.1900 
50217.query,VOM19980223.0900.3362 
50218.query,VOM19980220.0900.3360 
50219.query,VOM19980613.0730.0072 
50220.query,VOM19980220.0900.3360 
50221.query,VOM19980526.0700.0431 
50222.query,VOM19980616.0730.0180 
50223.query,VOM19980613.0700.0179 
50224.query,VOM19980613.0700.0179 
50225.query,VOM19980220.0900.3360 
50226.query,VOM19980220.0700.0166 
50227.query,VOM19980628.0700.0355 
50228.query,VOM19980511.0700.0543 
50229.query,VOM19980226.0900.1725 
50230.query,VOM19980614.0700.0458 
50231.query,VOM19980604.0700.0424 
50232.query,VOM19980228.0700.0327 
50233.query,VOM19980220.0900.3360 
50234.query,VOM19980302.0700.1233 
50235.query,VOM19980316.0900.2076 
50236.query,VOM19980226.0900.3539 
50237.query,VOM19980227.0900.1944 
50238.query,VOM19980628.0700.0355 
50239.query,VOM19980403.0700.0372 
50240.query,VOM19980302.0700.1233 
50241.query,VOM19980220.0700.0166 
50242.query,VOM19980520.0700.0406 
50243.query,VOM19980220.0900.3360 
50244.query,VOM19980225.0700.0999 
50245.query,VOM19980220.0900.3360 
50246.query,VOM19980220.0900.3360 
50247.query,VOM19980609.0700.0468 
50248.query,VOM19980220.0900.3360 
50249.query,VOM19980305.0900.1999 
50250.query,VOM19980613.0700.0179 
50251.query,VOM19980326.0900.0118 
50252.query,VOM19980526.0730.0131 
50253.query,VOM19980302.0700.1233 
50254.query,VOM19980227.0900.0414 
50255.query,VOM19980616.0730.0180 
50256.query,VOM19980228.0700.1816 
50257.query,VOM19980604.0730.0077 
50258.query,VOM19980511.0700.0543 
50259.query,VOM19980623.0900.0051 
50260.query,VOM19980526.0730.0131 
50261.query,VOM19980515.0730.0199 
50262.query,VOM19980327.0900.0221 
50263.query,VOM19980222.0700.1880 
50264.query,VOM19980305.0700.0395 
50265.query,VOM19980222.0700.1880 
50266.query,VOM19980301.0700.0284 
50267.query,VOM19980224.0700.0173 
50268.query,VOM19980511.0700.0105 
50269.query,VOM19980312.0900.1868 
50270.query,VOM19980228.0700.1816 
50271.query,VOM19980220.0900.3360 
50272.query,VOM19980319.0700.0108 
50273.query,VOM19980303.0900.0203 
50274.query,VOM19980524.0730.0085 
50275.query,VOM19980526.0700.0431 
50276.query,VOM19980223.0900.1935 
50277.query,VOM19980228.0700.0156 
50278.query,VOM19980526.0700.0431 
50279.query,VOM19980326.0900.0118 
50280.query,VOM19980222.0700.1880 
50281.query,VOM19980524.0730.0085 
50282.query,VOM19980526.0700.0431 
50283.query,VOM19980228.0700.1816 
50284.query,VOM19980220.0700.0166 
50285.query,VOM19980613.0730.0108 
50286.query,VOM19980228.0700.1816 
50287.query,VOM19980613.0730.0143 
50288.query,VOM19980222.0700.1880 
50289.query,VOM19980312.0900.3525 
50290.query,VOM19980526.0700.0431 
50291.query,VOM19980224.0700.1724 
50292.query,VOM19980228.0700.1816 
50293.query,VOM19980619.0700.0307 
50294.query,VOM19980614.0700.0458 
50295.query,VOM19980326.0900.3491 
50296.query,VOM19980613.0700.0179 
50297.query,VOM19980613.0700.0179 
50298.query,VOM19980605.0700.0560 
50299.query,VOM19980305.0900.1736 
50300.query,VOM19980619.0700.0392 
50301.query,VOM19980526.0700.0431 
50302.query,VOM19980531.0700.0380 
50303.query,VOM19980616.0900.0137 
50304.query,VOM19980220.0900.3360 
50305.query,VOM19980312.0900.1868 
50306.query,VOM19980226.0900.1931 
50307.query,VOM19980613.0700.0179 
50308.query,VOM19980613.0700.0179 
50309.query,VOM19980613.0700.0179 
50310.query,VOM19980228.0700.1816 
50311.query,VOM19980311.0700.0234 
50312.query,VOM19980303.0900.0160 
50313.query,VOM19980613.0730.0072 
50314.query,VOM19980228.0700.0156 
50315.query,VOM19980613.0730.0143 
50316.query,VOM19980613.0700.0179 
50317.query,VOM19980228.0700.1816 
50318.query,VOM19980403.0900.0269 
50319.query,VOM19980327.0900.3495 
50320.query,VOM19980614.0700.0458 
50321.query,VOM19980526.0700.0431 
50322.query,VOM19980616.0700.0359 
50323.query,VOM19980228.0700.1816 
50324.query,VOM19980223.0700.0882 
50325.query,VOM19980619.0700.0307 
50326.query,VOM19980306.0700.0284 
50327.query,VOM19980305.0900.1736 
50328.query,VOM19980303.0700.0179 
50329.query,VOM19980511.0730.0066 
50330.query,VOM19980526.0700.0431 
50331.query,VOM19980223.0700.0882 
50332.query,VOM19980227.0900.0414 
50333.query,VOM19980317.0900.3421 
50334.query,VOM19980613.0730.0108 
50335.query,VOM19980223.0700.0240 
50336.query,VOM19980224.0700.0719 
50337.query,VOM19980302.0700.1233 
50338.query,VOM19980223.0700.0240 
50339.query,VOM19980605.0700.0560 
50340.query,VOM19980624.0700.0122 
50341.query,VOM19980502.0730.0193 
50342.query,VOM19980613.0700.0179 
50343.query,VOM19980613.0730.0072 
50344.query,VOM19980619.0700.0307 
50345.query,VOM19980613.0730.0072 
50346.query,VOM19980626.0700.0365 
50347.query,VOM19980613.0730.0072 
50348.query,VOM19980613.0700.0179 
50349.query,VOM19980306.0700.0354 
50350.query,VOM19980526.0900.0223 
50351.query,VOM19980619.0730.0035 
50352.query,VOM19980619.0700.0149 
50353.query,VOM19980603.0700.0103 
50354.query,VOM19980623.0900.0002 
50355.query,VOM19980605.0700.0560 
50356.query,VOM19980604.0900.0246 
50357.query,VOM19980606.0730.0028 
50358.query,VOM19980605.0700.0097 
50359.query,VOM19980224.0700.0719 
50360.query,VOM19980605.0700.0560 
50361.query,VOM19980602.0900.0005 
50362.query,VOM19980630.0700.0238 
50363.query,VOM19980508.0700.0549 
50364.query,VOM19980603.0700.0103 
50365.query,VOM19980612.0900.0038 
50366.query,VOM19980410.0900.0241 
50367.query,VOM19980606.0730.0028 
50368.query,VOM19980531.0700.0120 
50369.query,VOM19980619.0700.0149 
50370.query,VOM19980306.0700.0507 
50371.query,VOM19980605.0700.0097 
50372.query,VOM19980317.0900.2611 
50373.query,VOM19980528.0900.0169 
50374.query,VOM19980529.0700.0100 
50375.query,VOM19980612.0730.0272 
50376.query,VOM19980529.0730.0003 
50377.query,VOM19980421.0900.0180 
50378.query,VOM19980422.0900.0090 
50379.query,VOM19980523.0700.0312 
50380.query,VOM19980524.0730.0003 
50381.query,VOM19980605.0700.0097 
50382.query,VOM19980605.0700.0097 
50383.query,VOM19980312.0900.1868 
50384.query,VOM19980605.0700.0097 
50385.query,VOM19980526.0900.0034 
50386.query,VOM19980223.0900.3362 
50387.query,VOM19980528.0900.0006 
50388.query,VOM19980406.0900.0044 
50389.query,VOM19980526.0900.0034 
50390.query,VOM19980520.0700.0074 
50391.query,VOM19980526.0900.0034 
50392.query,VOM19980520.0700.0074 
50393.query,VOM19980520.0700.0074 
50394.query,VOM19980605.0730.0003 
50395.query,VOM19980302.0700.1233 
50396.query,VOM19980520.0700.0074 
50397.query,VOM19980605.0700.0097 
50398.query,VOM19980316.0900.1523 
50399.query,VOM19980605.0730.0003 
50400.query,VOM19980220.0700.0166 
50401.query,VOM19980520.0700.0074 
50402.query,VOM19980520.0700.0074 
50403.query,VOM19980520.0700.0074 
50404.query,VOM19980619.0730.0035 
50405.query,VOM19980616.0900.0137 
50406.query,VOM19980301.0700.0136 
50407.query,VOM19980521.0730.0004 
50408.query,VOM19980304.0700.0271 
50409.query,VOM19980304.0700.0271 
50410.query,VOM19980316.0700.0317 
50411.query,VOM19980319.0700.0108 
50412.query,VOM19980302.0700.1233 
50413.query,VOM19980616.0900.0137 
50414.query,VOM19980403.0900.0398 
50415.query,VOM19980627.0730.0001 
50416.query,VOM19980614.0700.0458 
50417.query,VOM19980609.0900.0176 
50418.query,VOM19980515.0730.0199 
50419.query,VOM19980510.0700.0040 
50420.query,VOM19980303.0700.0524 
50421.query,VOM19980628.0730.0026 
50422.query,VOM19980616.0900.0137 
50423.query,VOM19980225.0900.0216 
50424.query,VOM19980507.0700.0521 
50425.query,VOM19980605.0900.0273 
50426.query,VOM19980529.0700.0392 
50427.query,VOM19980406.0900.0044 
50428.query,VOM19980507.0900.0269 
50429.query,VOM19980511.0700.0543 
50430.query,VOM19980317.0700.1719 
50431.query,VOM19980430.0900.0001 
50432.query,VOM19980220.0700.2814 
50433.query,VOM19980619.0730.0105 
50434.query,VOM19980223.0700.1511 
50435.query,VOM19980220.0700.2814 
50436.query,VOM19980220.0900.3559 
50437.query,VOM19980604.0730.0077 
50438.query,VOM19980224.0900.3022 
50439.query,VOM19980220.0700.2814 
50440.query,VOM19980224.0900.3022 
50441.query,VOM19980220.0900.3559 
50442.query,VOM19980317.0900.2611 
50443.query,VOM19980317.0900.2611 
50444.query,VOM19980619.0730.0076 
50445.query,VOM19980317.0900.2611 
50446.query,VOM19980221.0700.3085 
50447.query,VOM19980317.0900.2611 
50448.query,VOM19980220.0700.2814 
50449.query,VOM19980221.0700.3085 
50450.query,VOM19980220.0700.2814 
50451.query,VOM19980317.0900.2611 
50452.query,VOM19980618.0730.0119 
50453.query,VOM19980317.0700.0255 
50454.query,VOM19980507.0900.0191 
50455.query,VOM19980428.0900.0005 
50456.query,VOM19980220.0700.2814 
50457.query,VOM19980317.0700.0255 
50458.query,VOM19980220.0700.2814 
50459.query,VOM19980220.0700.2814 
50460.query,VOM19980220.0700.2814 
50461.query,VOM19980224.0900.3022 
50462.query,VOM19980220.0700.2814 
50463.query,VOM19980220.0700.2814 
50464.query,VOM19980617.0730.0243 
50465.query,VOM19980220.0700.2814 
50466.query,VOM19980612.0730.0286 
50467.query,VOM19980428.0900.0005 
50468.query,VOM19980220.0900.3559 
50469.query,VOM19980303.0700.0655 
50470.query,VOM19980220.0700.2814 
50471.query,VOM19980220.0700.2814 
50472.query,VOM19980220.0700.2814 
50473.query,VOM19980428.0900.0005 
50474.query,VOM19980220.0700.2814 
50475.query,VOM19980224.0900.3022 
50476.query,VOM19980220.0700.2814 
50477.query,VOM19980317.0900.2611 
50478.query,VOM19980220.0700.2814 
50479.query,VOM19980317.0900.2611 
50480.query,VOM19980226.0900.0212 
50481.query,VOM19980602.0730.0102 
50482.query,VOM19980220.0700.2814 
50483.query,VOM19980223.0700.1511 
50484.query,VOM19980223.0700.1511 
50485.query,VOM19980223.0700.1511 
50486.query,VOM19980224.0900.3022 
50487.query,VOM19980311.0700.0234 
50488.query,VOM19980224.0900.3022 
50489.query,VOM19980220.0700.2814 
50490.query,VOM19980223.0700.1511 
50491.query,VOM19980226.0900.2027 
50492.query,VOM19980224.0900.3022 
50493.query,VOM19980609.0700.0085 
50494.query,VOM19980220.0700.2814 
50495.query,VOM19980619.0700.0501 
50496.query,VOM19980223.0700.1511 
50497.query,VOM19980311.0700.0471 
50498.query,VOM19980630.0700.0238 
50499.query,VOM19980223.0700.1511 
50500.query,VOM19980604.0730.0077 
